iso3,iso2,name,capital,continent,region,income_level,year,population,gdp,inflation,female_population,life_expectancy,poverty,fertility,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,infant_mortality_1000,renewables_share,co2_capita,greenhousegas_capita
GNQ,GQ,Equatorial Guinea,Malabo,Africa,Sub-Saharan Africa ,Upper middle income,2011,1144588.0,33829572382.3589,17.04510657101,547455.0,58.412,,5.126,,,1.08761391151108,15.0,1.55349767,76.7,3.41463414634146,5.31990550311553,12206.72611
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,1998,106200.0,675020119.654816,1.73787306807156,52906.0,72.805,,2.652,,,,,,13.1,0.0,1.86440677966102,2029.861682
HUN,HU,Hungary,Budapest,Europe,Europe & Central Asia,High income,1987,10612741.0,,,5503211.0,69.6512195121951,,1.82,,2.7,,,,17.6,,,
QAT,QA,Qatar,Doha,Asia,Middle East & North Africa,High income,1984,348241.0,,,110922.0,72.186,,4.884,,,,,,24.9,,,
IRN,IR,"Iran, Islamic Rep.",Tehran,Asia,Middle East & North Africa,Lower middle income,2012,77324451.0,1295740677467.97,18.9538841448282,38062269.0,74.186,,1.886,1.5,,0.0471254424344426,9.4,6.12235117,15.1,4.98552753700703,7.2308576752779,765329.9451
BIH,BA,Bosnia and Herzegovina,Sarajevo,Europe,Europe & Central Asia,Upper middle income,1988,4463320.0,,,2250491.0,71.755,,1.873,4.57819986343384,,,,,18.8,,,
MHL,MH,Marshall Islands,Majuro,Oceania,East Asia & Pacific,Upper middle income,1987,42122.0,,2.8601666931642,20541.0,62.137,,6.636,,,,,,41.5,,,
CYP,CY,Cyprus,Nicosia,Asia,Europe & Central Asia,High income,1984,719678.0,,8.18191973445197,356434.0,72.255,,2.516,,,,,,13.3,,,
NOR,NO,Norway,Oslo,Europe,Europe & Central Asia,High income,2005,4623291.0,221764770681.486,8.76304488393352,2330273.0,80.0414634146342,0.2,1.84,5.16,3.556,0.0095803654515732,16.6,8.32839584,3.3,99.4717476046486,7.86591196617302,48582.47524
MEX,MX,Mexico,Mexico City,Americas,Latin America & Caribbean ,Upper middle income,2016,121519221.0,2383253006289.45,5.60527751287923,62029592.0,74.412,3.2,2.086,1.0,2.3244,0.101600169548673,9.2,5.55345869,13.5,,3.92032302445388,682791.4067
NCL,NC,New Caledonia,Noum'ea,Oceania,East Asia & Pacific,High income,2022,276780.0,,,139135.0,,,,,,,,,,,,
ARM,AM,Armenia,Yerevan,Asia,Europe & Central Asia,Upper middle income,1980,3135123.0,,,1622851.0,66.177,,2.505,8.39540004730225,,,,,60.4,,,
BOL,BO,Bolivia,La Paz,Americas,Latin America & Caribbean ,Lower middle income,1997,8137619.0,25491843210.6225,5.70504335822339,4038449.0,60.752,15.5,4.219,,,,,,64.4,46.4573732718894,1.12886828444536,30899.10247
NGA,NG,Nigeria,Abuja,Africa,Sub-Saharan Africa ,Lower middle income,1999,119695565.0,262283952796.102,13.4305716332005,59544078.0,46.614,,6.082,,,,,,112.4,38.2124432842315,0.726985999857221,245184.9784
DJI,DJ,Djibouti,Djibouti,Africa,Middle East & North Africa,Lower middle income,2004,818373.0,,,411093.0,57.759,,4.113,1.61,0.1672,1.52596396248757,10.0,3.32442927,72.9,0.0,0.483642544414344,1269.193209
CUW,CW,Curacao,Willemstad,Americas,Latin America & Caribbean ,High income,2016,159664.0,3824582003.57397,-0.0472618043145303,85884.0,77.719512195122,,1.7,,,,,,,,,
GEO,GE,Georgia,Tbilisi,Asia,Europe & Central Asia,Upper middle income,2017,3728004.0,50662483514.4009,8.49104666870355,1972199.0,73.57,6.2,2.144,,6.1297,0.0531988589710219,16.7,7.05804443,8.9,,2.65748105420488,17482.17546
MHL,MH,Marshall Islands,Majuro,Oceania,East Asia & Pacific,Upper middle income,1985,38962.0,,3.68577832531365,19026.0,62.108,,6.917,,,,,,43.9,,,
HND,HN,Honduras,Tegucigalpa,Americas,Latin America & Caribbean ,Lower middle income,1997,6144112.0,14707825439.0031,16.8116051387563,3040522.0,67.777,19.6,4.527,,0.832,,,,34.3,66.4859693877551,0.657002997341194,12631.28053
CRI,CR,Costa Rica,San Jose,Americas,Latin America & Caribbean ,Upper middle income,2021,5153957.0,116703599622.549,1.97803512335035,2575216.0,77.023,1.2,1.533,,,,,,6.2,,,
CIV,CI,Cote d'Ivoire,Yamoussoukro,Africa,Sub-Saharan Africa ,Lower middle income,1988,11043193.0,,-0.380926014955392,5432217.0,53.017,13.4,6.963,,,,,,104.7,,,
NCL,NC,New Caledonia,Noum'ea,Oceania,East Asia & Pacific,High income,2002,221490.0,,,109544.0,75.1024390243903,,2.33,,,,,,,18.7535734705546,,
ZWE,ZW,Zimbabwe,Harare,Africa,Sub-Saharan Africa ,Lower middle income,2014,13855753.0,35494681434.6167,0.624974485152464,7347527.0,58.846,,3.962,,0.124,1.83764032149259,22.4,8.13227272,43.2,55.605425892679,0.866838489398591,28858.31442
DOM,DO,Dominican Republic,Santo Domingo,Americas,Latin America & Caribbean ,Upper middle income,1992,7427340.0,31031006150.0742,5.56829005918074,3726718.0,68.084,7.6,3.287,,,,,,42.8,10.0161261422684,1.29526856182698,18348.35695
BRB,BB,Barbados,Bridgetown,Americas,Latin America & Caribbean ,High income,2008,272635.0,4818874117.52278,1.72195354483313,142532.0,75.447,,1.735,7.6,,0.0932016863804261,1.5,6.47676325,14.1,0.0,5.93834247253654,3991.179991
POL,PL,Poland,Warsaw,Europe,Europe & Central Asia,High income,1993,38461408.0,252322809773.528,30.6427963969414,19748921.0,71.5951219512195,,1.87,5.5999999046,2.2288,,,,13.9,1.17545284149978,8.94445673959726,410789.6678
ITA,IT,Italy,Rome,Europe,Europe & Central Asia,High income,2003,57313203.0,1673453784517.33,3.1478079285654,29571065.0,79.9829268292683,0.8,1.29,4.18,3.6149,0.0122515982806683,11.2,7.83297729,4.1,16.3708004107895,8.06442103750509,543887.6027
IND,IN,India,New Delhi,Asia,South Asia,Lower middle income,2006,1172373788.0,3777034027553.59,8.40093821713963,565762395.0,65.412,,2.864,0.42,,0.754662879369825,17.6,3.63477802,53.6,17.5404247180092,1.03653392155165,2064473.083
VEN,VE,"Venezuela, RB",Caracas,Americas,Latin America & Caribbean ,Not classified,1998,23503819.0,280796308632.21,18.8902867025716,11720770.0,72.668,10.4,2.915,,,,,,19.8,71.5964994684928,5.50124641446567,394351.702
SDN,SD,Sudan,Khartoum,Africa,Sub-Saharan Africa ,Low income,2008,32065241.0,167073277022.964,8.89101661311409,16007627.0,61.206,,5.074,0.73,0.3271,2.38806322207844,5.2,5.42313576,53.4,26.5710134398838,0.466535087012133,93597.10374
MMR,MM,Myanmar,Naypyidaw,Asia,East Asia & Pacific,Lower middle income,1993,41788302.0,20370790813.4467,29.705876294433,20851342.0,57.631,,3.282,,,,,,76.7,50.3692762186115,0.115190131439176,59045.65046
DZA,DZ,Algeria,Algiers,Africa,Middle East & North Africa,Lower middle income,1982,20000096.0,,1.93979420752326,9814990.0,57.428,,6.635,,,,,,86.3,,,
LTU,LT,Lithuania,Vilnius,Europe,Europe & Central Asia,High income,2013,2957689.0,79034122256.3816,1.28133222727746,1593602.0,73.9146341463415,0.7,1.59,7.31,4.2042,0.0109886257518263,71.6,6.12593651,4.1,36.2126245847176,3.83106540275195,19812.43774
PRT,PT,Portugal,Lisbon,Europe,Europe & Central Asia,High income,1999,10217828.0,181041025245.14,3.37052757718268,5292858.0,75.9634146341463,,1.5,3.7999999523,3.1149,,,,5.9,20.091345481661,6.08814319442449,79157.965
BTN,BT,Bhutan,Thimphu,Asia,South Asia,Lower middle income,1981,428641.0,,3.46255526569973,204150.0,49.034,,6.46,,0.125,,,,125.8,,,
TUR,TR,Turkiye,Ankara,Asia,Europe & Central Asia,Upper middle income,1994,58310245.0,555833319101.745,104.749137215122,28943339.0,69.295,3.0,2.852,2.5,1.1436,,,,44.7,39.2180896566693,2.63801155354432,216829.3435
XKX,XK,Kosovo,Pristina,,Europe & Central Asia,Upper middle income,2018,1797085.0,19792605506.3929,1.49892049019849,900766.0,78.696,,1.605,,,,,,10.8,,,
BOL,BO,Bolivia,La Paz,Americas,Latin America & Caribbean ,Lower middle income,1990,7096194.0,16283841547.8631,16.2679419846371,3547153.0,56.422,,4.89,1.317800045,0.45,,,,83.9,52.4448290783211,1.4666876356537,30871.86234
FIN,FI,Finland,Helsinki,Europe,Europe & Central Asia,High income,1981,4799964.0,,11.6338064306176,2478774.0,73.7465853658537,,1.64,,,,,,6.8,,,
MDG,MG,Madagascar,Antananarivo,Africa,Sub-Saharan Africa ,Low income,2013,23588073.0,35256747642.231,5.45230244790305,11750494.0,63.962,,4.358,,0.1534,2.12022644652535,7.7,3.73896885,45.8,50.7720298205657,0.124225069169491,27451.09288
LBR,LR,Liberia,Monrovia,Africa,Sub-Saharan Africa ,Low income,1981,1989690.0,,,995548.0,44.983,,6.834,,0.106,,,,160.7,,,
TZA,TZ,Tanzania,Dodoma,Africa,Sub-Saharan Africa ,Lower middle income,1984,21857176.0,,,11064572.0,51.546,,6.669,1.30309998989105,0.039,,,,107.5,,,
BEL,BE,Belgium,Brussels,Europe,Europe & Central Asia,High income,2022,11669446.0,758832506307.997,5.90045194383295,5903468.0,,,,,,,,,,,,
NER,NE,Niger,Niamey,Africa,Sub-Saharan Africa ,Low income,1989,8116075.0,,1.39998635545074,4065191.0,41.221,,7.818,,,,,,135.6,,,
NAM,,Namibia,Windhoek,Africa,Sub-Saharan Africa ,Upper middle income,2016,2323352.0,24587611895.3828,7.96867201225912,1200715.0,61.682,,3.574,,,0.88945048262316,17.2,9.3223238,32.6,,1.78707315981392,12318.84188
ARM,AM,Armenia,Yerevan,Asia,Europe & Central Asia,Upper middle income,2012,2914421.0,27009096448.5442,5.34580441814725,1576538.0,73.454,0.8,1.6,4.05,2.8968,0.0505344884894799,10.9,9.13455009,15.0,28.9447486311598,1.96145306391904,9199.713496
NER,NE,Niger,Niamey,Africa,Sub-Saharan Africa ,Low income,1980,6173177.0,,21.0948215766415,3132506.0,39.678,,7.782,,,,,,130.8,,,
IDN,ID,Indonesia,Jakarta,Asia,East Asia & Pacific,Upper middle income,1995,198140162.0,889624205356.582,9.88204513093129,98589133.0,65.237,,2.798,,,,,,50.5,16.4630952984306,1.1288917791437,583641.5698
PRT,PT,Portugal,Lisbon,Europe,Europe & Central Asia,High income,2004,10483861.0,225171876363.432,2.3996146661088,5437846.0,77.6707317073171,0.5,1.4,3.59,3.4206,0.0121980533803192,16.5,9.5325079,3.9,27.4700515314431,5.92613732669672,79874.65009
MLT,MT,Malta,Valletta,Europe,Middle East & North Africa,High income,1998,385287.0,5798390467.45759,1.80358671108553,194013.0,77.5878048780488,,1.84,5.6100001335,2.5407,,,,7.3,0.0,6.16293827718039,2639.534815
EGY,EG,"Egypt, Arab Rep.",Cairo,Africa,Middle East & North Africa,Lower middle income,1985,50035843.0,,11.5760417629859,24876309.0,60.542,,5.16,,,,,,84.0,,,
JOR,JO,Jordan,Amman,Asia,Middle East & North Africa,Lower middle income,2014,8658026.0,81884118369.6983,3.44532356315609,4160394.0,74.789,,3.31,1.89,2.2038,0.156544174877219,2.2,7.20892906,15.5,0.362239297475302,2.95137713839159,34457.96826
IRL,IE,Ireland,Dublin,Europe,Europe & Central Asia,High income,1988,3524949.0,,3.24631109730072,1771324.0,74.4394146341463,,2.17,6.40000009536743,,,,,8.2,,,
ARG,AR,Argentina,Buenos Aires,Americas,Latin America & Caribbean ,Upper middle income,2014,42669500.0,839896688260.086,40.2829716315506,21562981.0,76.755,0.6,2.312,4.84,,0.101269701408944,15.1,9.67129993,10.9,31.5762041956827,4.20911189491323,365636.2677
GUY,GY,Guyana,Georgetown,Americas,Latin America & Caribbean ,High income,2002,760323.0,4813669771.0851,2.61875157240041,380510.0,64.728,,2.961,,,0.522867666475128,55.4,3.19353795,35.5,0.0,2.13317234912004,3184.882119
VCT,VC,St. Vincent and the Grenadines,Kingstown,Americas,Latin America & Caribbean ,Upper middle income,1987,111770.0,,8.68422938646509,55144.0,72.046,,2.927,,,,,,22.5,,,
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,2012,115912.0,1199573115.77122,3.92615000865237,57486.0,75.042,,2.194,3.58,,0.0631753754059093,2.8,5.82235765,13.7,0.0,2.40354751880737,2267.694495
DNK,DK,Denmark,Copenhagen,Europe,Europe & Central Asia,High income,2009,5523095.0,222756496720.887,0.529022254242335,2785879.0,78.5975609756098,0.5,1.84,3.49,3.6488,0.0118486247581285,19.3,10.67432022,3.6,27.6585218371217,8.67875710991754,63485.69286
CIV,CI,Cote d'Ivoire,Yamoussoukro,Africa,Sub-Saharan Africa ,Lower middle income,1982,8948119.0,,8.301317589562,4363304.0,52.919,,7.487,,,,,,110.6,,,
CUB,CU,Cuba,Havana,Americas,Latin America & Caribbean ,Upper middle income,1994,10887207.0,,26.2820317225224,5388739.0,74.411,,1.461,,4.9882,,,,9.0,7.90639364814041,1.99494691338192,37308.46649
MUS,MU,Mauritius,Port Louis,Africa,Sub-Saharan Africa ,Upper middle income,1991,1070266.0,5724348354.62106,8.56427899524328,530738.0,69.9560975609756,,2.3,2.8866000175,0.835,,,,19.1,30.1050175029172,1.16942890832746,2401.747474
SMR,SM,San Marino,San Marino,Europe,Europe & Central Asia,High income,2012,33132.0,1748023888.7721,3.12004460358166,17037.0,,,1.26,3.8,5.109,,,9.1801672,2.3,0.0,,
LVA,LV,Latvia,Riga,Europe,Europe & Central Asia,High income,2008,2177322.0,42617061830.4138,11.662247422828,1185974.0,72.419512195122,1.3,1.58,7.77,3.2424,0.0309654001204594,46.6,5.58478308,7.3,60.902540766022,3.72287608355585,12493.79279
SGP,SG,Singapore,Singapore,Asia,East Asia & Pacific,High income,1995,3524506.0,123664373801.96,3.17627830929234,1740692.0,76.2951219512195,,1.67,,,,,,4.0,1.10142060780435,10.6630262510548,47958.34791
BDI,BI,Burundi,Bujumbura,Africa,Sub-Saharan Africa ,Low income,2014,10494913.0,7649427870.69595,5.30565602774391,5291412.0,59.868,,5.794,0.79,0.0619,3.07620633032218,9.4,7.21081543,48.4,80.7187888270213,0.0347596973886301,3242.800609
LTU,LT,Lithuania,Vilnius,Europe,Europe & Central Asia,High income,1988,3655049.0,,,1935583.0,71.7621951219512,,2.02,12.8053998947144,3.941,,,,11.3,,,
GTM,GT,Guatemala,Guatemala City,Americas,Latin America & Caribbean ,Upper middle income,1992,9544055.0,34525670760.4709,8.86138482809405,4784750.0,62.913,,5.314,,,,,,55.1,62.7512127512127,0.50658760872606,12864.00862
LKA,LK,Sri Lanka,Colombo,Asia,South Asia,Lower middle income,2002,19110707.0,89562167167.5329,8.11157025730627,9637824.0,71.117,11.0,2.275,3.1,,0.124958637017748,32.3,4.17312098,13.4,38.1825878368844,0.595749806639807,21248.59054
BOL,BO,Bolivia,La Paz,Americas,Latin America & Caribbean ,Lower middle income,2020,11936162.0,96803643569.0714,-1.8543866829455,5943886.0,64.467,3.1,2.651,,,0.438285855372626,,7.857059,20.9,,1.53946469560316,55203.08943
PER,PE,Peru,Lima,Americas,Latin America & Caribbean ,Upper middle income,1986,20208437.0,,68.3635139565209,10116701.0,62.024,,4.354,,0.984,,,,68.1,,,
BLR,BY,Belarus,Minsk,Europe,Europe & Central Asia,Upper middle income,2015,9461076.0,171204825316.404,16.0232393330965,5087057.0,73.6243902439025,0.0,1.724,,5.1905,0.0022805600306594,42.7,6.06533289,3.1,0.815679830995834,5.799689168547,88193.48911
STP,ST,Sao Tome and Principe,Sao Tome,Africa,Sub-Saharan Africa ,Lower middle income,1985,106607.0,,,53383.0,59.811,,6.101,,,,,,64.7,,,
TON,TO,Tonga,Nuku'alofa,Oceania,East Asia & Pacific,Upper middle income,2019,104951.0,694092990.994671,7.70373059426311,52956.0,70.871,,3.315,,,0.425724560570683,5.0,4.74669981,10.1,,1.53881335099237,310.508827
TCA,TC,Turks and Caicos Islands,Grand Turk,Americas,Latin America & Caribbean ,High income,1998,17239.0,,,8399.0,73.964,,2.721,,,,,,7.8,0.0,,
SDN,SD,Sudan,Khartoum,Africa,Sub-Saharan Africa ,Low income,2019,43232093.0,186262070119.95,51.9788933465452,21624451.0,65.876,,4.617,,,1.50354925742649,4.9,4.63369366,41.0,,0.511922936509227,107176.5381
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,2022,4736139.0,30425510565.3502,1.00000001090659,2414911.0,,,,,,,,,,,,
CAF,CF,Central African Republic,Bangui,Africa,Sub-Saharan Africa ,Low income,2019,5209324.0,4679615555.68993,2.32783705140642,2603472.0,55.025,,6.008,,,5.40977147750782,19.6,7.82838726,78.6,,0.0451882048419334,19869.45835
NIC,NI,Nicaragua,Managua,Americas,Latin America & Caribbean ,Lower middle income,2011,5942553.0,25165684383.2786,10.2136913203139,3014669.0,72.416,,2.575,1.14,0.8137,0.292628342914722,8.1,7.44982004,19.5,33.9958158995816,0.802045854702516,15755.22817
BDI,BI,Burundi,Bujumbura,Africa,Sub-Saharan Africa ,Low income,2022,12889576.0,10778103221.2366,8.9286140055699,6488650.0,,,,,,,,,,,,
KHM,KH,Cambodia,Phnom Penh,Asia,East Asia & Pacific,Lower middle income,1998,11669077.0,10156058093.3974,10.3577373302798,5938327.0,57.028,,4.139,,0.1475,,,,85.6,0.0,0.161298104383063,19218.73032
TON,TO,Tonga,Nuku'alofa,Oceania,East Asia & Pacific,Upper middle income,2022,106858.0,,,54010.0,,,,,,,,,,,,
PSE,PS,West Bank and Gaza,,Asia,Middle East & North Africa,Upper middle income,2008,3591977.0,13334151737.8269,17.0083554064538,1798811.0,72.413,,4.497,,,0.238900300696354,,,20.0,0.0,,
LIE,LI,Liechtenstein,Vaduz,Europe,Europe & Central Asia,High income,2009,35675.0,,-9.90066262743474,18047.0,81.5,,1.71,,,,,,,94.2253521126761,5.75682334968465,218.206622
KWT,KW,Kuwait,Kuwait City,Asia,Middle East & North Africa,High income,2003,2101506.0,147197119233.275,4.92065019374949,861555.0,76.985,,2.691,2.2,1.9,0.0304973649201512,3.5,2.76216865,10.5,0.0,27.6568327665969,80240.84842
BTN,BT,Bhutan,Thimphu,Asia,South Asia,Lower middle income,1985,484528.0,,6.50861470043431,231184.0,52.118,,6.176,,,,,,108.4,,,
CHI,JG,Channel Islands,,,Europe & Central Asia,High income,1996,142898.0,,,73929.0,77.962,,1.538,,,,,,,0.0,,
SEN,SN,Senegal,Dakar,Africa,Sub-Saharan Africa ,Lower middle income,2000,9704287.0,19568024376.8021,1.3086598487922,4917618.0,56.943,,5.498,,,3.5416407058233,11.8,3.55015397,67.7,3.30423940149626,0.418753072739914,17763.78929
CYP,CY,Cyprus,Nicosia,Asia,Europe & Central Asia,High income,2016,1197881.0,30552658732.9182,-0.574732598335757,597688.0,81.056,0.0,1.36,3.43,1.9509,0.0590079466480217,8.0,6.68224382,2.3,,6.02664204541186,8598.436545
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,2016,581453.0,8508513729.52492,24.0747475291673,290695.0,71.592,,2.469,,1.1312,0.252156394843311,37.1,5.99283743,17.8,,5.08189999879612,4648.008337
THA,TH,Thailand,Bangkok,Asia,East Asia & Pacific,Upper middle income,1992,56939020.0,302213898647.275,4.49045413125464,28552103.0,70.885,9.0,2.026,1.7066999674,,,,,27.5,7.42407790115241,1.87774921310553,181968.3799
NPL,NP,Nepal,Kathmandu,Asia,South Asia,Lower middle income,2022,30547580.0,144338575405.972,7.32736592437948,15901334.0,,,,,,,,,,,,
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,1989,10673168.0,,,5334609.0,45.158,,7.533,,0.129,,,,124.9,,,
GNB,GW,Guinea-Bissau,Bissau,Africa,Sub-Saharan Africa ,Low income,1986,914122.0,,112.89481537569,469067.0,45.446,,6.734,,,,,,141.6,,,
TUV,TV,Tuvalu,Funafuti,Oceania,East Asia & Pacific,Upper middle income,1993,9517.0,17592625.7784809,2.5461546169013,4905.0,62.654,,4.041,,,,,,40.0,0.0,0.798570978249448,18.816635
YEM,YE,"Yemen, Rep.",Sana'a,Asia,Middle East & North Africa,Low income,2022,33696614.0,,,16673411.0,,,,,,,,,,,,
MWI,MW,Malawi,Lilongwe,Africa,Sub-Saharan Africa ,Low income,1987,8295993.0,,16.723866656823,4259055.0,43.811,,7.149,,,,,,151.3,,,
NIC,NI,Nicaragua,Managua,Americas,Latin America & Caribbean ,Lower middle income,2017,6480532.0,38334779852.6714,4.12384541151989,3286867.0,73.554,,2.43,0.93,0.9895,0.209593078879474,6.8,8.32754421,14.4,,0.837724433734761,18401.06355
MLT,MT,Malta,Valletta,Europe,Middle East & North Africa,High income,2019,504062.0,24810607701.1758,2.3409611541388,244207.0,82.8585365853659,0.3,1.14,,,0.0056576358075823,9.8,9.23917389,5.3,,3.29046823605033,2141.341401
ZMB,ZM,Zambia,Lusaka,Africa,Sub-Saharan Africa ,Lower middle income,1984,6488072.0,,18.331231799032,3341876.0,52.755,,6.977,,,,,,99.7,,,
RWA,RW,Rwanda,Kigali,Africa,Sub-Saharan Africa ,Low income,2021,13461888.0,33240255267.4951,2.72480507228737,6879649.0,66.072,,3.821,,,,,,29.7,,,
HRV,HR,Croatia,Zagreb,Europe,Europe & Central Asia,High income,1988,4755207.0,,,2455126.0,71.4882926829268,,1.79,7.44169998168945,,,,,12.8,,,
ETH,ET,Ethiopia,Addis Ababa,Africa,Sub-Saharan Africa ,Low income,1997,61233480.0,28282750743.6817,0.206655562855687,30590429.0,49.514,,6.85,,0.023,,,,96.8,97.0260223048327,0.0499465325178318,69688.65831
EGY,EG,"Egypt, Arab Rep.",Cairo,Africa,Middle East & North Africa,Lower middle income,1995,64166908.0,277995800241.87,11.3997415021021,31738802.0,66.312,3.0,3.844,,,,,,49.4,21.9480769230769,1.46060177934707,157510.1814
GIB,GI,Gibraltar,,Europe,Europe & Central Asia,High income,1989,27688.0,,,13567.0,74.554,,2.421,,,,,,,,,
SAU,SA,Saudi Arabia,Riyadh,Asia,Middle East & North Africa,High income,1999,21009660.0,761310904192.326,14.4884397245598,8998032.0,72.136,,4.247,,,,,,19.9,0.0,11.4004938680588,328280.827
KEN,KE,Kenya,Nairobi,Africa,Sub-Saharan Africa ,Lower middle income,2010,41517895.0,109592079393.214,1.63919964802533,20875000.0,60.649,,4.367,1.4,0.1696,2.15887352141122,8.6,5.38849831,38.5,69.0695158236408,0.323340092266238,59566.78403
BEL,BE,Belgium,Brussels,Europe,Europe & Central Asia,High income,2021,11592952.0,682137437117.034,2.8214378773521,5867228.0,81.890243902439,,1.6,,,,,,3.4,,,
CAF,CF,Central African Republic,Bangui,Africa,Sub-Saharan Africa ,Low income,1986,2583631.0,,-3.42903722815151,1276882.0,50.492,,6.093,,,,,,116.5,,,
TGO,TG,Togo,Lome,Africa,Sub-Saharan Africa ,Low income,1985,3336508.0,,3.40143735089499,1679560.0,53.432,,6.535,,,,,,97.8,,,
HUN,HU,Hungary,Budapest,Europe,Europe & Central Asia,High income,1988,10596487.0,,,5498772.0,70.0234146341463,,1.81,,2.7,,,,16.4,,,
CHL,CL,Chile,Santiago,Americas,Latin America & Caribbean ,High income,2014,17687108.0,402902197372.116,5.85289162562634,8911559.0,79.473,,1.774,2.12,2.0278,0.0279356338378132,16.4,7.80729866,6.9,42.4070089148478,4.3285934591455,96490.37495
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,1988,373450.0,,2.77642630547237,191292.0,74.7882195121951,0.0,1.51,7.90000009536743,1.9,,,,8.2,,,
GNB,GW,Guinea-Bissau,Bissau,Africa,Sub-Saharan Africa ,Low income,2018,1924955.0,3650498104.34971,5.24999464155707,976163.0,60.502,21.7,4.263,,0.1697,2.78532945200309,10.7,7.62401152,54.6,,0.165094768449133,2488.83697
ARG,AR,Argentina,Buenos Aires,Americas,Latin America & Caribbean ,Upper middle income,2013,42202935.0,849616000404.317,23.9487984162746,21332490.0,76.491,0.6,2.322,4.78,3.9385,0.105080924551797,14.2,9.78097916,11.4,31.4844907174391,4.34225013023383,366978.6016
STP,ST,Sao Tome and Principe,Sao Tome,Africa,Sub-Saharan Africa ,Lower middle income,1999,141808.0,,,71159.0,61.393,,5.226,,,,,,57.6,28.5714285714286,0.35964120500959,68.30671
KNA,KN,St. Kitts and Nevis,Basseterre,Americas,Latin America & Caribbean ,High income,2012,47727.0,1105340823.55063,-0.759321367534909,24290.0,71.669,,1.713,2.3,,,,5.00998354,14.6,3.58126721763085,4.80021790600708,323.477149
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,2014,3843174.0,16883392126.9338,-11.8763231031193,1968143.0,64.155,6.5,4.886,,0.1582,2.72050951709304,3.9,3.46724391,38.1,5.05540964101889,0.65948093945265,11945.84326
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,1983,379409.0,,0.475938656771874,189954.0,62.593,,3.64,,,,,,48.1,,,
NOR,NO,Norway,Oslo,Europe,Europe & Central Asia,High income,2014,5137232.0,340765243535.079,0.258332848947191,2554202.0,82.1,0.1,1.75,3.84,4.4249,0.0044975745623484,16.6,9.34493446,2.3,97.6555308512597,7.71680157719176,49413.87239
FSM,FM,"Micronesia, Fed. Sts.",Palikir,Oceania,East Asia & Pacific,Lower middle income,2015,109462.0,364778257.923652,-5.25035878326008,54295.0,71.408,,2.971,,,0.198398623263817,41.3,12.46286297,25.1,1.60116448326055,1.32374705377209,222.702404
WSM,WS,Samoa,Apia,Oceania,East Asia & Pacific,Lower middle income,2008,191787.0,938746668.826981,9.11982488742804,93008.0,72.155,1.1,4.469,,0.4637,0.262017616649123,18.7,4.6574831,16.6,40.6639004149378,0.883792957812573,470.597601
TLS,TL,Timor-Leste,Dili,Asia,East Asia & Pacific,Lower middle income,1988,722690.0,,,349341.0,35.753,,5.716,,,,,,143.5,,,
PAK,PK,Pakistan,Islamabad,Asia,South Asia,Lower middle income,1980,80624057.0,,9.00820936080477,38300711.0,57.606,,6.734,0.573099970817566,0.285,,,,124.5,,,
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,2008,24326087.0,85231540997.7212,19.4102710868683,12212794.0,60.49,,4.25,,0.0787,1.49836868225249,12.8,3.87511325,51.0,74.4233541566554,0.327504378324389,20292.62514
TLS,TL,Timor-Leste,Dili,Asia,East Asia & Pacific,Lower middle income,2021,1320942.0,7335262776.71541,59.3425271564991,647343.0,67.737,,3.149,,,,,,43.1,,,
KIR,KI,Kiribati,Tarawa,Oceania,East Asia & Pacific,Lower middle income,2007,101998.0,173095752.436156,6.14911863748652,52031.0,64.844,,3.879,,,0.43732089573969,52.7,11.35285187,49.8,0.0,0.570599423518108,81.500316
BMU,BM,Bermuda,Hamilton,Americas,North America,High income,2005,64154.0,4249526752.52499,6.7623747376536,32914.0,77.927,,1.76,,,,,,,0.0,,
UGA,UG,Uganda,Kampala,Africa,Sub-Saharan Africa ,Low income,1982,13880052.0,,,7067708.0,43.185,,7.086,,0.046,,,,126.6,,,
TCD,TD,Chad,N'Djamena,Africa,Sub-Saharan Africa ,Low income,2004,9613503.0,12903156899.0094,9.73425647986646,4813244.0,48.232,,7.16,,0.0354,8.76062247286843,11.4,5.50012684,94.1,0.0,0.0804181368643667,43887.55107
CHN,CN,China,Beijing,Asia,East Asia & Pacific,Upper middle income,1988,1101630000.0,,12.1076614989562,540705000.0,67.581,,2.539,2.53999996185303,1.47,,,,42.4,,,
HKG,HK,"Hong Kong SAR, China",,Asia,East Asia & Pacific,High income,1999,6606500.0,170834584504.072,-4.09562606429476,3337520.0,80.3829268292683,,0.981,,,,,,,0.0,,
